Time,Position along path,x tool center WP,y tool center WP,x milling force WP,y milling force WP,z milling force WP
7.799300000000001,779.9299999994357,81.66227906611525,-152.07521775725897,-405.61994079378314,-108.63567152428429,37.40600409616137
7.7994,779.9399999994357,81.65314392117168,-152.07114940578418,-323.36366410045486,-74.61531802491282,29.562076017513192
7.7995,779.9499999994357,81.64400541470404,-152.0670886104988,-232.42967652764835,-45.15208564461601,21.091839791568994
7.799600000000001,779.9599999994357,81.6348635365714,-152.06303540552702,-147.9804226752245,-23.420397370433214,13.346137411028815
7.7997000000000005,779.9699999994357,81.62571827709199,-152.05898982398284,-53.44949930606232,-6.556550225127801,4.7969584904485405
7.7998,779.9799999994357,81.61656962702993,-152.05495189801866,0.0,0.0,0.0
7.7999,779.9899999994357,81.60741757758164,-152.05092165887356,0.0,0.0,0.0
7.800000000000001,779.9999999994357,81.59826212036248,-152.04689913692164,0.0,0.0,0.0
7.8001000000000005,780.0099999994356,81.58910324739333,-152.04288436172024,0.0,0.0,0.0
7.8002,780.0199999994356,81.57994095108693,-152.0388773620581,0.0,0.0,0.0
7.8003,780.0299999994356,81.57077522423471,-152.03487816600392,-1001.9298490245975,-840.5231469382792,116.49859743857269
7.800400000000001,780.0399999994356,81.56160605999317,-152.0308868009547,-1074.5326852516062,-839.3184764621915,121.45844432372262
7.8005,780.0499999994356,81.55243345187047,-152.02690329368366,-1045.5979380220383,-759.4881451708181,115.11980047866274
7.8006,780.0599999994356,81.54325739371295,-152.0229276703889,-1000.2097263595876,-674.4830706701952,107.46385269734111
7.8007,780.0699999994356,81.53407787969175,-152.01895995674158,-958.1794738667792,-598.5841796247241,100.64087377745575
7.800800000000001,780.0799999994356,81.52489490428927,-152.01500017793416,-901.8187899854724,-520.5274103284819,92.75536403197775
7.8009,780.0899999994356,81.51570846228577,-152.0110483587289,-842.8914427074332,-448.0493234627275,85.03336729073844
7.801,780.0999999994356,81.50651854874594,-152.00710452350592,-782.1307401050168,-381.35960424308786,77.5129058636602
7.801100000000001,780.1099999994356,81.49732515900543,-152.00316869631155,-718.6368296759348,-319.85896747951966,70.07067084805665
7.801200000000001,780.1199999994355,81.48812828865731,-151.99924090090673,-643.4751840455575,-259.8949982947722,61.81942508539708
7.8013,780.1299999994355,81.47892793353877,-151.99532116081548,-565.5035589668187,-205.75300896355412,53.605646840516314
7.8014,780.1399999994355,81.46972408971763,-151.99140949937265,-491.7900757737029,-159.72992003035864,46.06132163421123
7.801500000000001,780.1499999994355,81.46051675347874,-151.9875059397727,-405.9983949672313,-116.3677704048693,37.62249050284944
